EDA,ECG,Label,Left Pupil Diameter (m),Right Pupil Diameter (m),Eye Opening Left,Eye Opening Right,PERCLOS Value,Blinking
7.0328,0.1333,2,0.002802,0.003149,0.6338,0.6030,0.3510,0
7.035,0.1648,2,0.002802,0.003149,0.6338,0.6030,0.3510,0
7.0454,0.1937,2,0.002802,0.003149,0.6338,0.6030,0.3509,0
7.0448,0.2113,2,0.002802,0.003149,0.6338,0.6030,0.3509,0
7.0553,0.1946,2,0.002802,0.003149,0.6338,0.6030,0.3508,0
7.0581,0.0985,2,0.002802,0.003149,0.6338,0.6030,0.3507,0
7.0692,-0.058,2,0.002802,0.003149,0.6338,0.6030,0.3507,0
7.0704,-0.194,2,0.002802,0.003149,0.6338,0.6030,0.3506,0
7.0808,-0.2588,2,0.002802,0.003149,0.6338,0.6030,0.3506,0
7.0812,-0.2521,2,0.002802,0.003149,0.6338,0.6030,0.3505,0
7.0945,-0.2257,2,0.002802,0.003149,0.6338,0.6030,0.3505,0
7.0992,-0.1951,2,0.002802,0.003149,0.6338,0.6030,0.3504,0
7.1043,-0.1638,2,0.002802,0.003149,0.6338,0.6030,0.3504,0
7.1159,-0.1351,2,0.002802,0.003149,0.6338,0.6030,0.3503,0
7.1197,-0.0988,2,0.002802,0.003149,0.6338,0.6030,0.3503,0
7.1299,-0.0771,2,0.002802,0.003149,0.6338,0.6030,0.3503,0
7.1387,-0.0616,2,0.002802,0.003149,0.6338,0.6030,0.3502,0
7.1447,-0.0481,2,0.002802,0.003149,0.6338,0.6030,0.3502,0
7.1552,-0.0351,2,0.002802,0.003149,0.6338,0.6030,0.3501,0
7.1642,-0.0303,2,0.002802,0.003149,0.6338,0.6030,0.3500,0
7.1741,-0.0265,2,0.002802,0.003149,0.6338,0.6030,0.3500,0
7.1815,-0.0213,2,0.002802,0.003149,0.6338,0.6030,0.3499,0
7.1911,-0.0158,2,0.002802,0.003149,0.6338,0.6030,0.3499,0
7.2031,-0.0148,2,0.002802,0.003149,0.6338,0.6030,0.3498,0
7.2136,-0.0041,2,0.002802,0.003149,0.6338,0.6030,0.3498,0
7.2238,0.0182,2,0.002802,0.003149,0.6338,0.6030,0.3497,0
7.2371,0.0406,2,0.002802,0.003149,0.6338,0.6030,0.3497,0
7.2494,0.0692,2,0.002802,0.003149,0.6338,0.6030,0.3496,0
7.2654,0.0961,2,0.002802,0.003149,0.6338,0.6030,0.3496,0
7.2809,0.042,2,0.002802,0.003149,0.6338,0.6030,0.3495,0
7.2941,-0.0133,2,0.002802,0.003149,0.6338,0.6030,0.3495,0
7.3085,-0.0562,2,0.002802,0.003149,0.6338,0.6030,0.3494,0
7.3233,-0.0741,2,0.002802,0.003149,0.6338,0.6030,0.3493,0
7.338,-0.0659,2,0.002802,0.003149,0.6338,0.6030,0.3493,0
7.3519,-0.0549,2,0.002802,0.003149,0.6338,0.6030,0.3492,0
7.3666,-0.0586,2,0.002802,0.003149,0.6338,0.6030,0.3492,0
7.3797,0.0583,2,0.002802,0.003149,0.6338,0.6030,0.3491,0
7.3927,0.5303,2,0.002802,0.003149,0.6338,0.6030,0.3491,0
7.4074,0.1036,2,0.002802,0.003149,0.6338,0.6030,0.3490,0
7.4209,-0.301,2,0.002802,0.003149,0.6338,0.6030,0.3490,0
7.4356,-0.3334,2,0.002802,0.003149,0.6338,0.6030,0.3489,0
7.4511,-0.0653,2,0.002802,0.003149,0.6338,0.6030,0.3489,0
7.4656,0.0294,2,0.002802,0.003149,0.6338,0.6030,0.3488,0
7.4807,0.0538,2,0.002802,0.003149,0.6338,0.6030,0.3487,0
7.4963,0.0633,2,0.002802,0.003149,0.6338,0.6030,0.3487,0
7.5146,0.0795,2,0.002802,0.003149,0.6338,0.6030,0.3486,0
7.5304,0.0927,2,0.002802,0.003149,0.6338,0.6030,0.3486,0
7.5483,0.106,2,0.002802,0.003149,0.6338,0.6030,0.3485,0
7.5663,0.1331,2,0.003248,0.003149,0.6338,0.6030,0.3485,0
7.5828,0.1481,2,0.003222,0.003149,0.6324,0.6030,0.3484,0
7.6019,0.1889,2,0.003204,0.003149,0.6579,0.6030,0.3484,0
7.6193,0.2061,2,0.003344,0.003149,0.6366,0.6030,0.3483,0
7.6391,0.2134,2,0.003609,0.003520,0.6578,0.6130,0.3483,0
7.6553,0.1632,2,0.003266,0.003020,0.6716,0.5773,0.3482,0
7.6708,0.0334,2,0.003433,0.003290,0.6827,0.6395,0.3482,0
7.6887,-0.1297,2,0.003656,0.003820,0.6846,0.6387,0.3481,0
7.7051,-0.2334,2,0.003589,0.003324,0.6784,0.6428,0.3481,0
7.7229,-0.2758,2,0.003504,0.003714,0.6737,0.6379,0.3481,0
7.7381,-0.2572,2,0.003550,0.003487,0.6688,0.6379,0.3481,0
7.7555,-0.2296,2,0.003380,0.003449,0.7053,0.6488,0.3481,0
7.7724,-0.1955,2,0.003703,0.003603,0.6994,0.6347,0.3481,0
7.7896,-0.1555,2,0.003501,0.003625,0.7150,0.6343,0.3481,0
7.8091,-0.1253,2,0.003584,0.003465,0.6950,0.6609,0.3481,0
7.8249,-0.0988,2,0.003501,0.003744,0.7119,0.6560,0.3481,0
7.8466,-0.0719,2,0.003712,0.003459,0.7043,0.6655,0.3481,0
7.8659,-0.0599,2,0.003551,0.003938,0.7198,0.6482,0.3481,0
7.8852,-0.0545,2,0.003779,0.003728,0.7466,0.6636,0.3481,0
7.9073,-0.0426,2,0.003548,0.003572,0.7473,0.6685,0.3481,0
7.9277,-0.0372,2,0.003595,0.003561,0.7162,0.6675,0.3481,0
7.946,-0.0276,2,0.003596,0.003530,0.7559,0.6601,0.3481,0
7.9678,-0.0161,2,0.003542,0.003553,0.7514,0.6785,0.3481,0
7.988,-0.0119,2,0.003366,0.003444,0.7417,0.6629,0.3481,0
8.0059,-0.0028,2,0.003530,0.003584,0.7142,0.6772,0.3481,0
8.0282,-0.0048,2,0.003276,0.003611,0.7365,0.6592,0.3481,0
8.0486,0.0037,2,0.003458,0.003056,0.7175,0.6734,0.3481,0
8.0679,0.0305,2,0.003287,0.003360,0.7369,0.6674,0.3481,0
8.0907,0.0564,2,0.003195,0.003308,0.7327,0.6626,0.3481,0
8.1095,0.1041,2,0.003373,0.003211,0.7497,0.6791,0.3481,0
8.1318,0.0899,2,0.003367,0.003153,0.7286,0.6800,0.3481,0
8.1526,0.0324,2,0.003108,0.002961,0.7259,0.6786,0.3481,0
8.1768,-0.0154,2,0.003321,0.002984,0.7429,0.6666,0.3481,0
8.1951,-0.0584,2,0.003203,0.003071,0.7487,0.6946,0.3481,0
8.2187,-0.0658,2,0.003178,0.002801,0.7408,0.6535,0.3481,0
8.2397,-0.0635,2,0.002847,0.002967,0.7499,0.6809,0.3481,0
8.2617,-0.0491,2,0.003050,0.002883,0.7461,0.6842,0.3481,0
8.2825,-0.0475,2,0.003080,0.002838,0.7335,0.6850,0.3481,0
8.3036,0.1931,2,0.002987,0.002821,0.7659,0.7004,0.3481,0
8.3237,0.5338,2,0.002811,0.002900,0.7379,0.6832,0.3481,0
8.3445,-0.0088,2,0.002843,0.002797,0.7161,0.6405,0.3481,0
8.3645,-0.3568,2,0.002577,0.002929,0.6153,0.5867,0.3481,0
8.3845,-0.2729,2,0.001897,0.002048,0.4744,0.4682,0.3481,0
8.4017,-0.0311,2,0.001897,0.002048,0.3225,0.2655,0.3482,0
8.4244,0.0278,2,0.001897,0.002048,0.1726,0.1448,0.3482,0
8.4433,0.0437,2,0.001953,0.001886,0.0736,0.1555,0.3482,1
8.4644,0.0619,2,0.001953,0.001886,0.0793,0.1393,0.3482,1
8.4858,0.074,2,0.001953,0.001886,0.0916,0.0997,0.3482,1
8.5068,0.0832,2,0.001953,0.001886,0.2043,0.1286,0.3482,1
8.5286,0.1033,2,0.001953,0.001886,0.2717,0.2153,0.3482,1
8.5527,0.1209,2,0.001953,0.001886,0.3529,0.2283,0.3482,1
8.5737,0.1504,2,0.001953,0.001886,0.3785,0.3510,0.3482,1
8.5946,0.182,2,0.001953,0.001886,0.4657,0.4271,0.3482,1
8.6195,0.2112,2,0.001881,0.001995,0.5184,0.5049,0.3482,1
8.6382,0.2084,2,0.002012,0.002164,0.5183,0.5282,0.3482,1
8.659,0.1388,2,0.002218,0.002283,0.5322,0.5459,0.3482,1
8.6796,-0.016,2,0.002532,0.002620,0.5614,0.5517,0.3482,1
8.6964,-0.1668,2,0.002655,0.002465,0.5855,0.5657,0.3482,1
8.715,-0.2588,2,0.002681,0.002622,0.5911,0.5635,0.3482,1
8.7324,-0.2766,2,0.002665,0.002959,0.5892,0.6008,0.3482,1
8.7521,-0.2538,2,0.002881,0.002639,0.6134,0.5957,0.3482,1
8.768,-0.2217,2,0.002716,0.002847,0.6017,0.6099,0.3482,1
8.7873,-0.1826,2,0.002832,0.002757,0.6296,0.6096,0.3482,1
8.8055,-0.1456,2,0.002725,0.002828,0.6381,0.6192,0.3482,1
8.824,-0.1163,2,0.002707,0.002793,0.6602,0.6348,0.3482,1
8.8408,-0.0955,2,0.002794,0.002991,0.6447,0.6266,0.3482,0
8.8617,-0.0786,2,0.002874,0.002737,0.6553,0.6233,0.3482,0
8.8794,-0.0639,2,0.002815,0.002995,0.6591,0.6177,0.3482,0
8.8974,-0.0467,2,0.002792,0.002801,0.6704,0.6353,0.3482,0
8.9136,-0.0436,2,0.003143,0.003093,0.6699,0.6431,0.3482,0
8.9286,-0.0377,2,0.003047,0.002910,0.6836,0.6325,0.3482,0
8.9474,-0.0333,2,0.002966,0.003063,0.7005,0.6488,0.3482,0
8.9615,-0.0222,2,0.003327,0.002948,0.6803,0.6511,0.3482,0
8.9796,-0.0167,2,0.003124,0.003091,0.7046,0.6627,0.3482,0
8.996,-0.0159,2,0.003141,0.002863,0.7161,0.6662,0.3482,0
9.0105,-0.0083,2,0.002921,0.002919,0.6891,0.6373,0.3482,0
9.0264,0.0208,2,0.003156,0.003046,0.7300,0.6856,0.3482,0
9.042,0.0481,2,0.003083,0.003042,0.7017,0.6545,0.3482,0
9.0593,0.1021,2,0.003348,0.002897,0.7263,0.6724,0.3482,0
9.0736,0.0933,2,0.002808,0.003325,0.6975,0.6613,0.3482,0
9.0916,0.0364,2,0.003231,0.002909,0.6995,0.6326,0.3482,0
9.1089,-0.0182,2,0.003016,0.002951,0.6399,0.6160,0.3482,0
9.1268,-0.064,2,0.002221,0.002268,0.5117,0.5530,0.3482,0
9.1459,-0.0809,2,0.002221,0.002268,0.3727,0.2671,0.3482,0
9.1623,-0.0699,2,0.002221,0.002268,0.1326,0.1524,0.3483,0
9.1822,-0.0492,2,0.002244,0.002626,0.0577,0.1159,0.3483,1
9.1978,-0.0491,2,0.002244,0.002626,0.0429,0.0709,0.3483,1
9.2154,0.1911,2,0.002244,0.002626,0.0330,0.0388,0.3483,1
9.2333,0.4929,2,0.002244,0.002626,0.0128,0.0847,0.3483,1
9.2482,-0.0488,2,0.002244,0.002626,0.0128,0.0611,0.3483,1
9.2617,-0.3646,2,0.002244,0.002626,0.0288,0.0738,0.3483,1
9.2795,-0.2643,2,0.002244,0.002626,0.0288,0.0815,0.3483,1
9.2928,-0.0277,2,0.002244,0.002626,0.0288,0.0948,0.3483,1
9.3061,0.0294,2,0.002244,0.002626,0.0288,0.0964,0.3483,1
9.3201,0.0451,2,0.002244,0.002626,0.1019,0.1053,0.3483,1
9.3338,0.0581,2,0.002244,0.002626,0.0786,0.1053,0.3483,1
9.3477,0.0633,2,0.002244,0.002626,0.0786,0.0960,0.3483,1
9.3638,0.0885,2,0.002244,0.002626,0.0786,0.0982,0.3483,1
9.3786,0.1044,2,0.002244,0.002626,0.0786,0.1076,0.3483,0
9.3924,0.1219,2,0.002244,0.002626,0.1064,0.1076,0.3484,0
9.4091,0.1588,2,0.002244,0.002626,0.1064,0.1076,0.3484,0
9.4273,0.1803,2,0.002244,0.002626,0.1064,0.1076,0.3485,0
9.4421,0.2098,2,0.002244,0.002626,0.1064,0.0923,0.3485,0
9.4594,0.2102,2,0.002244,0.002626,0.1064,0.0923,0.3486,0
9.4744,0.1359,2,0.002244,0.002626,0.1064,0.1031,0.3486,0
9.4913,-0.0184,2,0.002244,0.002626,0.1064,0.1031,0.3487,0
9.5064,-0.1786,2,0.002244,0.002626,0.1064,0.1031,0.3487,0
9.5243,-0.2639,2,0.002244,0.002626,0.1064,0.0661,0.3488,0
9.5371,-0.27,2,0.002244,0.002626,0.1064,0.0669,0.3489,0
9.5515,-0.2494,2,0.002244,0.002626,0.1064,0.0583,0.3489,0
9.5661,-0.2113,2,0.002244,0.002626,0.1064,0.0583,0.3490,0
9.5768,-0.1776,2,0.002244,0.002626,0.1064,0.0511,0.3490,0
9.59,-0.1491,2,0.002244,0.002626,0.1064,0.0663,0.3491,0
9.6033,-0.1142,2,0.002244,0.002626,0.1064,0.0663,0.3491,0
9.6127,-0.0877,2,0.002244,0.002626,0.1064,0.0663,0.3492,0
9.6251,-0.0702,2,0.002244,0.002626,0.1064,0.0642,0.3492,0
9.6378,-0.0524,2,0.002244,0.002626,0.1064,0.0558,0.3493,0
9.647,-0.0486,2,0.002244,0.002626,0.1064,0.0445,0.3493,0
9.6595,-0.0439,2,0.002244,0.002626,0.1064,0.0445,0.3494,0
9.6716,-0.0384,2,0.002244,0.002626,0.1064,0.0450,0.3495,0
9.6815,-0.0255,2,0.002244,0.002626,0.1064,0.0450,0.3495,0
9.6934,-0.0193,2,0.002244,0.002626,0.1064,0.0531,0.3496,0
9.7057,-0.0119,2,0.002244,0.002626,0.1064,0.0531,0.3496,0
9.7172,-0.0009,2,0.002244,0.002626,0.1064,0.0531,0.3497,0
9.7307,0.0219,2,0.002244,0.002626,0.1064,0.0411,0.3497,0
9.7418,0.0459,2,0.002244,0.002626,0.1064,0.0589,0.3498,0
9.7549,0.0901,2,0.002244,0.002626,0.1064,0.0589,0.3498,0
9.7641,0.0939,2,0.002244,0.002626,0.1064,0.0589,0.3499,0
9.7752,0.0288,2,0.002244,0.002626,0.1064,0.0589,0.3499,0
9.7851,-0.0144,2,0.002244,0.002626,0.1064,0.0650,0.3499,0
9.7958,-0.0598,2,0.002244,0.002626,0.1064,0.0650,0.3498,0
9.8053,-0.0573,2,0.002244,0.002626,0.1064,0.0650,0.3498,0
9.8158,-0.0523,2,0.002244,0.002626,0.1064,0.0650,0.3497,0
9.8251,-0.0465,2,0.002244,0.002626,0.1064,0.0650,0.3497,0
9.8345,-0.0577,2,0.002244,0.002626,0.1064,0.0650,0.3497,0
9.8454,0.1629,2,0.002244,0.002626,0.1064,0.0650,0.3497,0
9.8584,0.5465,2,0.002244,0.002626,0.1064,0.0650,0.3497,0
9.8686,0.033,2,0.002244,0.002626,0.1064,0.0574,0.3497,0
9.8797,-0.2965,2,0.002244,0.002626,0.1064,0.0574,0.3497,0
9.8887,-0.2715,2,0.002244,0.002626,0.1064,0.0574,0.3497,0
9.903,-0.027,2,0.002244,0.002626,0.1064,0.0574,0.3497,0
9.9106,0.0425,2,0.002244,0.002626,0.1064,0.0574,0.3497,0
9.9165,0.0664,2,0.002244,0.002626,0.1064,0.0791,0.3496,0
9.9274,0.0757,2,0.002244,0.002626,0.1064,0.0791,0.3496,0
9.9335,0.0885,2,0.002244,0.002626,0.1064,0.0791,0.3495,0
9.9394,0.1027,2,0.002244,0.002626,0.1064,0.0791,0.3495,0
9.9497,0.1142,2,0.002244,0.002626,0.1064,0.0791,0.3495,0
9.9514,0.1424,2,0.002244,0.002626,0.1064,0.0791,0.3495,0
9.9642,0.1657,2,0.002244,0.002626,0.1064,0.0791,0.3495,0
9.9642,0.1852,2,0.002244,0.002626,0.1064,0.0791,0.3495,0
9.9764,0.2072,2,0.002244,0.002626,0.1064,0.0784,0.3494,0
9.9803,0.2107,2,0.002244,0.002626,0.1064,0.0784,0.3493,0
9.9874,0.1433,2,0.002244,0.002626,0.1064,0.0784,0.3493,0
9.9941,-0.0058,2,0.002244,0.002626,0.1064,0.0784,0.3492,0
9.9991,-0.1641,2,0.002244,0.002626,0.1064,0.0784,0.3492,0
10.0092,-0.2539,2,0.002244,0.002626,0.1064,0.0784,0.3492,0
10.0117,-0.2663,2,0.002244,0.002626,0.1064,0.0784,0.3492,0
10.0238,-0.2473,2,0.002244,0.002626,0.1064,0.0784,0.3492,0
10.0267,-0.2123,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0365,-0.1803,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.045,-0.1486,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0534,-0.1155,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0615,-0.0909,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0706,-0.0741,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.075,-0.0585,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0851,-0.0502,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0867,-0.0441,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0971,-0.0365,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.0969,-0.0243,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.1083,-0.0205,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.1103,-0.0174,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.1196,-0.0139,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.1218,0.0045,2,0.002244,0.002626,0.1064,0.0854,0.3492,0
10.129,0.035,2,0.002244,0.002626,0.1064,0.0854,0.3493,0
10.1349,0.0763,2,0.002244,0.002626,0.1064,0.0854,0.3493,0
10.1403,0.096,2,0.002244,0.002626,0.1064,0.0854,0.3494,0
10.1459,0.0435,2,0.002244,0.002626,0.1064,0.0854,0.3495,0
10.1521,-0.0116,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.1586,-0.055,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.1633,-0.0753,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.1692,-0.0655,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.1754,-0.0551,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.183,-0.0504,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.1875,0.0532,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.1959,0.5195,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2011,0.1386,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2068,-0.2929,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2137,-0.3279,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.219,-0.0613,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2285,0.0202,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2319,0.0502,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2415,0.063,2,0.002244,0.002626,0.1064,0.0734,0.3495,0
10.2442,0.0767,2,0.002244,0.002626,0.1064,0.0604,0.3496,0
10.2561,0.0902,2,0.002244,0.002626,0.1064,0.0604,0.3496,0
10.2594,0.1108,2,0.002244,0.002626,0.1064,0.0604,0.3497,0
10.2686,0.1307,2,0.002244,0.002626,0.1064,0.0604,0.3497,0
10.2758,0.1567,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.2806,0.1828,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.2907,0.2043,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.2934,0.2072,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.3056,0.1528,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.3062,0.028,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.3173,-0.1355,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.323,-0.2432,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.3289,-0.2709,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.3361,-0.2574,2,0.002244,0.002626,0.1064,0.0969,0.3497,0
10.3416,-0.2234,2,0.002244,0.002626,0.1064,0.0969,0.3498,0
10.3523,-0.1848,2,0.002244,0.002626,0.1064,0.0969,0.3498,0
10.3543,-0.1513,2,0.002244,0.002626,0.1064,0.0969,0.3499,0
10.3674,-0.1197,2,0.002244,0.002626,0.1064,0.0969,0.3499,0
10.3668,-0.0966,2,0.002244,0.002626,0.1121,0.0969,0.3500,0
10.3755,-0.0778,2,0.002244,0.002626,0.1121,0.0969,0.3500,0
10.3794,-0.0669,2,0.002244,0.002626,0.0943,0.0969,0.3501,0
10.3811,-0.0566,2,0.002244,0.002626,0.0943,0.0969,0.3502,0
10.3907,-0.0495,2,0.002244,0.002626,0.0934,0.0969,0.3502,0
10.391,-0.0381,2,0.002244,0.002626,0.0934,0.0969,0.3503,0
10.3935,-0.0299,2,0.002244,0.002626,0.1044,0.0969,0.3503,0
10.4023,-0.0249,2,0.002244,0.002626,0.1044,0.0969,0.3504,0
10.4029,-0.0173,2,0.002244,0.002626,0.1305,0.0969,0.3504,0
10.4038,-0.0109,2,0.002244,0.002626,0.1305,0.0969,0.3504,0
10.4048,0.0032,2,0.002244,0.002626,0.1007,0.0969,0.3504,0
10.4147,0.0341,2,0.002244,0.002626,0.1007,0.0969,0.3504,0
10.4155,0.0593,2,0.002244,0.002626,0.0988,0.0969,0.3505,0
10.4163,0.1074,2,0.002244,0.002626,0.0698,0.0969,0.3505,0
10.417,0.078,2,0.002244,0.002626,0.0698,0.0969,0.3506,0
10.4145,0.0176,2,0.002244,0.002626,0.0698,0.0969,0.3506,0
10.4219,-0.0323,2,0.002244,0.002626,0.0698,0.0969,0.3507,0
10.428,-0.069,2,0.002244,0.002626,0.0995,0.0969,0.3507,0
10.4282,-0.0661,2,0.002244,0.002626,0.0995,0.0969,0.3508,0
10.4272,-0.0518,2,0.002244,0.002626,0.0995,0.0774,0.3508,0
10.4273,-0.0365,2,0.002244,0.002626,0.0995,0.0774,0.3509,0
10.4271,-0.0253,2,0.002244,0.002626,0.0995,0.0774,0.3509,0
10.4384,0.3702,2,0.002244,0.002626,0.1285,0.0774,0.3510,0
10.4406,0.3654,2,0.002244,0.002626,0.1285,0.0774,0.3510,0
10.4401,-0.168,2,0.002244,0.002626,0.1078,0.0774,0.3511,0
10.4406,-0.3725,2,0.002244,0.002626,0.1078,0.0774,0.3511,0
10.4399,-0.1444,2,0.002244,0.002626,0.1173,0.0774,0.3512,0
10.4393,0.0073,2,0.002244,0.002626,0.0765,0.0774,0.3512,0
10.4407,0.0451,2,0.002244,0.002626,0.0816,0.0774,0.3513,0
10.4404,0.0654,2,0.002244,0.002626,0.0816,0.0774,0.3513,0
10.4404,0.0773,2,0.002244,0.002626,0.0816,0.0774,0.3514,0
10.4397,0.094,2,0.002244,0.002626,0.0816,0.0774,0.3514,0
10.441,0.1046,2,0.002244,0.002626,0.0845,0.0774,0.3513,0
10.4401,0.1191,2,0.002244,0.002626,0.0845,0.0774,0.3513,0
10.4411,0.1455,2,0.002244,0.002626,0.0845,0.0774,0.3513,0
10.4406,0.172,2,0.002244,0.002626,0.0845,0.0774,0.3513,0
10.4395,0.1975,2,0.002244,0.002626,0.1161,0.0774,0.3513,0
10.4394,0.2111,2,0.002244,0.002626,0.1161,0.0774,0.3513,0
10.4418,0.1926,2,0.002244,0.002626,0.1147,0.0774,0.3513,0
10.4374,0.0974,2,0.002244,0.002626,0.1147,0.0774,0.3513,0
10.4284,-0.07,2,0.002244,0.002626,0.0929,0.0774,0.3513,0
10.4296,-0.2099,2,0.002244,0.002626,0.0929,0.0774,0.3513,0
10.428,-0.2689,2,0.002244,0.002626,0.1071,0.0774,0.3513,0
10.424,-0.2653,2,0.002244,0.002626,0.1040,0.0774,0.3513,0
10.4153,-0.2429,2,0.002244,0.002626,0.0948,0.0774,0.3513,0
10.4156,-0.2053,2,0.002244,0.002626,0.0948,0.0774,0.3513,0
10.4153,-0.17,2,0.002244,0.002626,0.0948,0.0774,0.3513,0
10.4038,-0.1385,2,0.002244,0.002626,0.0640,0.0774,0.3513,0
10.4042,-0.1133,2,0.002244,0.002626,0.0500,0.1192,0.3513,0
10.4034,-0.086,2,0.002244,0.002626,0.0500,0.1192,0.3513,0
10.3937,-0.0674,2,0.002244,0.002626,0.0500,0.1192,0.3513,0
10.3901,-0.0598,2,0.002244,0.002626,0.0381,0.1192,0.3513,0
10.3916,-0.0505,2,0.002244,0.002626,0.0721,0.1393,0.3513,0
10.3788,-0.0424,2,0.002244,0.002626,0.1919,0.1393,0.3513,0
10.3781,-0.0351,2,0.002244,0.002626,0.2083,0.1220,0.3514,0
10.3667,-0.0315,2,0.002244,0.002626,0.2952,0.1811,0.3515,0
10.3649,-0.0277,2,0.002244,0.002626,0.3687,0.2157,0.3515,0
10.3542,-0.0245,2,0.002244,0.002626,0.4104,0.2456,0.3515,0
10.3521,-0.0125,2,0.002397,0.002626,0.4383,0.2887,0.3515,0
10.3422,0.0094,2,0.002439,0.002626,0.4594,0.3635,0.3515,0
10.3432,0.0317,2,0.002786,0.002212,0.4709,0.3952,0.3515,0
10.3304,0.0473,2,0.002779,0.002082,0.5055,0.4247,0.3515,0
10.3304,0.0911,2,0.003003,0.002235,0.5055,0.4416,0.3515,0
10.3193,0.0586,2,0.002913,0.002257,0.5213,0.4420,0.3515,0
10.3185,-0.0043,2,0.003415,0.002471,0.5376,0.4713,0.3515,0
10.3079,-0.0403,2,0.003443,0.002413,0.5349,0.4635,0.3515,0
10.3056,-0.0736,2,0.003309,0.002616,0.5377,0.4738,0.3515,0
10.2983,-0.0771,2,0.003557,0.002741,0.5520,0.4927,0.3515,0
10.2922,-0.0587,2,0.003379,0.002576,0.5282,0.4777,0.3515,0
10.2846,-0.0403,2,0.003639,0.002695,0.5404,0.4977,0.3515,0
10.2805,-0.0099,2,0.003097,0.002328,0.5423,0.4986,0.3515,0
10.2682,0.4313,2,0.002648,0.002152,0.5307,0.4694,0.3515,0
10.2659,0.3485,2,0.002618,0.002015,0.5716,0.4757,0.3515,0
10.2561,-0.1773,2,0.002706,0.002022,0.5981,0.4430,0.3515,0
10.247,-0.3696,2,0.003125,0.002004,0.6199,0.5386,0.3515,0
10.2388,-0.1522,2,0.003369,0.002551,0.6070,0.5408,0.3515,0
10.2327,0.0236,2,0.003564,0.002538,0.6668,0.5839,0.3515,0
10.2196,0.0339,2,0.003640,0.002578,0.6858,0.5919,0.3515,0
10.2116,0.0603,2,0.003581,0.002733,0.7136,0.6477,0.3515,0
10.202,0.107,2,0.003554,0.003111,0.6884,0.6184,0.3515,0
10.1917,0.095,2,0.003493,0.003066,0.7190,0.6820,0.3515,0
10.182,0.1022,2,0.003589,0.002913,0.7105,0.6873,0.3515,0
10.1712,0.1191,2,0.003404,0.003060,0.7531,0.6673,0.3515,0
10.1585,0.1864,2,0.003558,0.003320,0.7254,0.6559,0.3515,0
10.1503,0.2634,2,0.003344,0.003028,0.7431,0.6836,0.3515,0
10.1371,0.1801,2,0.003425,0.003302,0.7387,0.6873,0.3515,0
10.1265,0.1424,2,0.003335,0.002743,0.7297,0.7070,0.3515,0
10.1145,0.159,2,0.003165,0.002995,0.7294,0.6833,0.3515,0
10.1042,0.0709,2,0.003534,0.002869,0.7419,0.6878,0.3515,0
10.0927,-0.0608,2,0.003152,0.002940,0.7607,0.6893,0.3515,0
10.0779,-0.1903,2,0.003154,0.002957,0.7632,0.6979,0.3515,0
10.0655,-0.3108,2,0.003013,0.002797,0.7821,0.6966,0.3515,0
10.0512,-0.2842,2,0.003306,0.002983,0.7512,0.7310,0.3515,0
10.0344,-0.2435,2,0.003278,0.002884,0.7540,0.7398,0.3515,0
10.021,-0.2054,2,0.003225,0.002770,0.7727,0.7402,0.3515,0
